Date,ClosePrice,A,B,C,D,E,F,G
20161102,26.94,5.07428 ,-3.49642 ,-0.38967 ,-1.69094 ,1.76588 ,-1.82965 ,-0.02570 
20161103,26.87,5.32300 ,-2.86135 ,1.35005 ,-2.20929 ,0.78110 ,-1.24422 ,0.02898 
20161104,26.78,5.30788 ,-2.16590 ,2.27547 ,-2.23179 ,0.38138 ,-0.86358 ,-0.36598 
20161107,26.78,5.15721 ,-0.98338 ,0.02658 ,-3.13340 ,1.62596 ,-0.88195 ,-0.99310 
20161108,26.76,5.07832 ,-0.08592 ,1.37674 ,-3.28199 ,0.91898 ,-1.75000 ,0.01004 
20161109,26.88,4.96458 ,0.42063 ,0.53667 ,-3.33628 ,1.16997 ,-2.38022 ,-0.13571 
20161110,26.97,4.97752 ,0.03068 ,2.50817 ,-1.92616 ,0.04371 ,-3.15212 ,0.12773 
20161111,27.07,5.17742 ,-1.06317 ,-0.30157 ,-1.23343 ,0.94045 ,-2.32560 ,-1.61952 
20161114,26.97,5.42461 ,-1.94747 ,2.27109 ,0.03357 ,-0.44456 ,-2.17911 ,-1.38398 
20161115,26.72,5.57969 ,-1.02123 ,0.53235 ,-1.35625 ,0.42440 ,-0.76281 ,-2.17494 
20161116,26.88,5.32175 ,1.05087 ,0.32746 ,-2.59235 ,0.72081 ,-0.08047 ,-2.03527 
20161117,27.07,5.04620 ,0.38475 ,1.38419 ,-0.89168 ,0.12889 ,-1.54761 ,-0.71990 
20161118,27.14,5.25898 ,-1.17398 ,-0.26446 ,0.04738 ,0.90278 ,-2.02529 ,-0.43120 
20161121,27.15,5.60726 ,-2.05193 ,2.44712 ,1.09487 ,-0.47738 ,-1.27776 ,-0.35851 
20161122,27.28,5.84498 ,-2.32715 ,1.17182 ,0.90904 ,0.28849 ,-0.25892 ,-1.39284 
20161123,27.38,6.00156 ,-3.43818 ,0.26752 ,1.51777 ,0.89644 ,-0.41527 ,-1.24208 
20161124,27.45,6.33801 ,-3.39548 ,-0.25738 ,0.87818 ,1.02959 ,0.15178 ,-1.14711 
20161125,27.33,6.67229 ,-3.40068 ,-0.93226 ,0.16345 ,1.25703 ,1.03370 ,-1.25977 
20161128,27.36,6.74848 ,-2.99228 ,0.57951 ,-0.34932 ,0.47440 ,1.51929 ,-0.82235 
20161129,27.31,6.80745 ,-2.47471 ,1.56726 ,-0.54146 ,0.43139 ,0.76959 ,-0.04291 
20161130,27.08,6.85448 ,-1.65978 ,2.13012 ,-1.04806 ,0.43817 ,0.48834 ,0.03775 
20161201,27.16,6.65322 ,0.72214 ,1.98667 ,-2.50289 ,0.90488 ,0.43502 ,0.26074 
20161202,27.25,6.35501 ,0.78096 ,1.38031 ,-1.62152 ,1.18162 ,-0.96230 ,0.37664 
20161205,27.27,6.45134 ,0.04806 ,1.96622 ,-0.73108 ,0.73639 ,-1.47942 ,0.13889 
20161206,27.24,6.56959 ,-0.18251 ,2.57752 ,0.03554 ,0.34907 ,-1.36253 ,-0.34288 
20161207,27.32,6.59305 ,-0.09014 ,0.42758 ,-0.01542 ,1.42927 ,-0.75391 ,-1.90688 
20161208,27.38,6.51151 ,-0.47233 ,1.65698 ,1.18465 ,0.49631 ,-0.66245 ,-0.88115 
20161209,27.3,6.79890 ,-0.97285 ,-0.30535 ,0.51013 ,1.47663 ,-0.61918 ,-1.88272 
20161212,27.1,6.94815 ,-0.21289 ,2.70168 ,0.01243 ,-0.01471 ,0.42490 ,-1.79586 
20161213,27.03,6.74942 ,1.56493 ,1.57725 ,-1.21355 ,0.84891 ,0.97588 ,-1.94924 
20161214,27.36,6.36608 ,2.65880 ,1.69657 ,-1.00180 ,1.07985 ,-0.58128 ,-0.89182 
20161215,26.77,6.20534 ,0.29870 ,-0.23573 ,1.44216 ,1.63256 ,-3.22921 ,0.42571 
20161216,26.31,6.31023 ,3.38349 ,2.39240 ,-1.44873 ,0.55804 ,0.41555 ,-1.54320 
20161219,26.34,5.27694 ,6.07288 ,-1.09471 ,-2.88005 ,2.29742 ,1.19537 ,-1.44628 
20161220,26.55,4.39678 ,5.93563 ,-0.90348 ,-1.39779 ,1.77988 ,-0.28011 ,-0.79326 
20161221,26.29,4.25189 ,4.88675 ,2.37310 ,0.50807 ,-0.22767 ,-1.67283 ,0.29690 
20161222,26.48,4.17123 ,6.11826 ,0.54130 ,-0.72012 ,0.77081 ,-0.17271 ,-1.12329 
20161223,26.43,3.83033 ,4.58729 ,1.63270 ,1.99169 ,-0.25088 ,-1.51487 ,-1.02585 
20161226,26.49,3.91561 ,4.53083 ,0.73941 ,1.82826 ,0.17306 ,-0.63436 ,-1.78170 
20161227,26.68,3.85449 ,4.43710 ,2.29141 ,2.55672 ,-0.68557 ,-0.73235 ,-1.27318 
20161228,26.93,3.94726 ,2.42300 ,-0.06801 ,4.08189 ,0.26395 ,-0.29407 ,-2.10424 
20161229,27.06,4.40752 ,0.62481 ,-0.69790 ,4.57513 ,0.61467 ,0.19244 ,-1.94046 
20161230,27.01,4.89559 ,-0.92496 ,-0.06004 ,4.95556 ,0.01972 ,0.93921 ,-1.72370 
20170103,27.12,5.26119 ,-0.76372 ,-0.27637 ,3.78098 ,0.47453 ,2.23703 ,-1.78143 
20170104,27.13,5.41689 ,-1.46551 ,-0.11940 ,3.83427 ,0.51532 ,2.17488 ,-0.98689 
20170105,27.22,5.71411 ,-1.62055 ,1.26892 ,3.07245 ,0.12231 ,2.77908 ,-0.23757 
20170106,27.05,5.89428 ,-2.39930 ,-1.35409 ,2.47164 ,1.83501 ,2.46279 ,0.19171 
20170109,27.01,5.94281 ,-1.52181 ,-7.53613 ,-0.26309 ,4.06824 ,3.19168 ,-0.33839 
20170110,26.73,5.88502 ,-0.40185 ,2.05241 ,0.04524 ,-0.18091 ,2.15210 ,1.79887 
20170111,27.05,5.64683 ,1.80698 ,2.03722 ,-1.62693 ,0.15956 ,2.14881 ,1.74802 
20170112,27.05,5.39510 ,0.49207 ,1.67395 ,0.68765 ,0.93542 ,-1.17696 ,2.76453 
20170113,27.21,5.76960 ,0.04891 ,2.02330 ,0.50189 ,0.58357 ,0.19639 ,1.47215 
20170116,27.3,5.88980 ,-1.28864 ,0.63943 ,1.52037 ,1.31736 ,-0.59981 ,1.20645 
20170117,27.42,5.87791 ,-2.95043 ,-15.86372 ,-0.49990 ,4.65890 ,-0.42409 ,-0.29799 
20170118,27.35,6.00027 ,-3.21829 ,-15.02316 ,-1.67563 ,0.27956 ,-0.26908 ,0.71901 
20170119,27.13,6.42247 ,-2.61202 ,-0.26662 ,-0.58095 ,-4.70090 ,1.23272 ,1.20799 
20170120,27.34,6.36945 ,-0.75541 ,0.62343 ,-1.85538 ,-3.56544 ,1.63122 ,1.14418 
20170123,27.27,6.35831 ,-1.48916 ,1.80681 ,-0.39673 ,-2.39217 ,0.08006 ,1.80578 
20170124,27.22,6.47772 ,-0.91223 ,1.21165 ,-1.00047 ,-1.96293 ,0.13728 ,1.68663 
20170202,27.3,6.47778 ,-0.27357 ,0.90005 ,-1.43989 ,-1.37206 ,-0.23401 ,1.01582 
